Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2003,Mike Pinkard,Arizona State,TE,76.90,259,9.38,34.25,,4.69,,35.0,,9.99,9.99,
2003,Andrew Pinnock,South Carolina,FB,70.10,265,9.50,31.63,,4.62,22,,,9.99,9.99,
2003,David Porter,Iowa,OT,77.90,311,9.50,34.75,,5.34,,26.0,95,4.96,8.43,
2003,Tim Provost,San Jose State,OT,77.10,301,10.00,32.25,,5.30,21,28.5,102,4.67,8.37,
2003,Dave Ragone,Louisville,QB,75.60,249,9.75,31.50,31,4.98,,30.5,101,4.32,7.40,
2003,Cory Redding,Texas,DE,76.00,279,10.75,33.50,,4.88,24,,,9.99,9.99,
2003,Gabe Reid,Brigham Young,TE,75.40,255,9.75,31.75,,4.81,23,37.0,119,4.31,7.48,11.87
2003,Terrell Roberts,Oregon State,CB,69.10,203,9.38,30.63,,4.74,18,34.0,117,4.19,7.12,
2003,Terrence Robinson,Oklahoma State,ILB,72.40,240,9.00,31.00,,4.97,19,33.5,116,4.33,7.60,11.97
2003,Brett Romberg,Miami (FL),C,74.00,295,,,,5.20,27,27.5,99,4.65,8.16,
2003,Tony Romo,Eastern Illinois,QB,74.00,230,,,30,5.01,,30.0,105,4.20,7.11,
2003,Dustin Rykert,Brigham Young,OT,78.40,327,9.75,32.50,,5.52,21,26.5,92,4.83,8.19,
2003,Asante Samuel,Central Florida,CB,70.90,185,8.75,29.50,,4.52,9,35.5,120,4.09,6.94,11.38
2003,Antwoine Sanders,Utah,FS,73.60,202,9.13,33.88,,4.56,14,37.5,128,4.37,7.43,11.63
2003,Watts Sanderson,South Carolina,OT,77.00,303,9.75,32.63,,5.39,24,28.5,100,4.92,8.47,
2003,Justin Sands,Kansas,OG,78.90,324,10.13,32.00,,5.07,31,32.0,105,9.99,9.99,
2003,Lauvale Sape,Utah,DT,73.60,297,10.00,31.25,,5.20,,31.5,111,4.68,7.72,
2003,Gerome Sapp,Notre Dame,SS,72.10,216,10.00,30.75,,4.69,,36.5,112,4.27,7.13,11.92
2003,Greg Schindler,Stanford,OG,77.10,307,9.88,32.63,,5.10,18,30.5,94,5.07,8.55,
2003,Steve Sciullo,Marshall (WV),OT,77.10,330,9.88,32.50,,5.52,23,28.0,98,4.65,7.84,
2003,Bryan Scott,Penn State,SS,73.00,219,10.38,31.50,,4.60,13,,,9.99,9.99,
2003,Ian Scott,Florida,DT,75.00,312,,,,5.16,28,28.5,99,5.00,8.12,
2003,Mike Seidman,UCLA,TE,76.50,261,9.75,33.13,,4.80,20,,,9.99,9.99,
2003,Chad Setterstrom,Northern Iowa,OG,75.10,309,9.88,32.50,,5.46,16,28.5,101,4.61,7.91,
2003,Scott Shanle,Nebraska,OLB,74.10,245,9.25,32.88,,4.71,20,31.0,111,4.32,7.27,11.65
2003,Visanthe Shiancoe,Morgan State (MD),TE,76.40,251,10.25,33.50,,4.64,28,39.5,120,4.28,7.09,11.89
2003,Chris Simms,Texas,QB,76.40,220,10.50,32.75,22,4.86,,31.0,103,4.18,7.37,
2003,Clifton Smith,Syracuse,ILB,74.40,253,8.38,32.88,,4.88,,,,9.99,9.99,
2003,L.J. Smith,Rutgers,TE,75.30,258,10.38,32.88,,4.69,26,37.0,122,4.18,6.74,
2003,Musa Smith,Georgia,RB,72.80,232,8.00,31.88,,4.45,,35.5,123,9.99,9.99,
2003,Onterrio Smith,Oregon,RB,69.90,220,9.75,29.25,,4.48,19,,,9.99,9.99,
2003,Trent Smith,Oklahoma,TE,77.10,243,9.38,33.75,,4.81,16,35.5,118,4.30,7.21,
2003,Wade Smith,Memphis,OT,75.90,296,9.63,32.63,,5.15,24,32.5,114,4.71,7.60,
2003,Ben Sobieski,Iowa,OG,77.30,307,10.25,32.25,,5.01,18,30.0,109,4.43,7.69,
2003,Jamil Soriano,Harvard,OG,76.00,317,,,,5.48,,27.5,103,5.08,8.54,
2003,Jake Sprague,Wisconsin,DT,74.10,274,9.75,31.75,,4.97,26,,,9.99,9.99,
2003,Brian St. Pierre,Boston College,QB,75.00,218,,,27,4.82,,30.0,106,9.99,9.99,
2003,Eric Steinbach,Iowa,OG,78.30,297,9.63,31.63,,4.96,,36.0,119,4.37,7.34,
2003,Jon Stinchcomb,Georgia,OT,77.00,302,9.75,32.50,,5.09,32,35.0,115,4.58,7.83,
2003,Erick Streelman,Nevada,TE,77.00,248,,,,5.06,9,30.0,109,4.40,7.59,
2003,Donald Strickland,Colorado,CB,70.00,187,9.25,30.13,,4.48,16,35.5,121,4.01,6.97,11.08
2003,Johnathan Sullivan,Georgia,DT,75.10,313,10.50,32.50,,5.07,,,,9.99,9.99,
2003,Scott Tercero,California,OG,76.00,303,,,,5.23,25,28.5,103,4.51,7.81,
2003,Tony Terrell,Nevada Las Vegas,OG,75.30,334,10.63,33.25,,5.52,25,25.5,94,4.97,8.60,
2003,Ray Thomas,Wake Forest,TE,76.40,248,9.50,31.50,,5.05,17,31.0,113,4.52,7.47,12.29
2003,Chaun Thompson,West Texas A&M;,OLB,73.90,240,9.25,34.38,,4.56,29,35.5,123,4.16,7.00,11.35
2003,Charles Tillman,Louisiana-Lafayette,CB,73.00,207,,,,4.49,12,40.0,131,3.89,7.05,
2003,Pisa Tinoisamoa,Hawaii,OLB,72.40,231,9.88,30.88,,4.69,19,34.5,111,4.07,6.95,11.41
2003,LaBrandon Toefield,Louisiana State,RB,70.90,233,9.25,30.00,,4.60,19,,,9.99,9.99,
2003,J.R. Tolver,San Diego State,WR,73.00,202,9.38,31.75,,4.76,,36.0,119,4.16,6.98,11.19
2003,Marcus Trufant,Washington State,CB,71.10,199,8.25,30.75,,4.43,11,39.0,127,4.30,6.85,11.07
2003,B.J. Tucker,Wisconsin,CB,70.50,188,9.63,30.38,,4.38,16,35.0,123,4.14,7.25,11.38
2003,Torrin Tucker,Southern Mississippi,OG,77.80,328,10.25,34.50,,5.43,,30.0,103,4.96,8.38,
2003,Demetrin Veal,Tennessee,DE,74.10,288,10.25,32.00,,5.26,26,,111,9.99,9.99,
2003,Bobby Wade,Arizona,WR,70.30,193,9.75,31.50,,4.68,,34.5,115,4.03,7.00,11.48
2003,Aaron Walker,Florida,TE,77.60,252,10.25,34.13,,4.75,24,33.5,115,4.27,7.55,11.98
2003,Seneca Wallace,Iowa State,QB,71.40,196,9.13,30.38,12,4.52,,38.0,127,4.14,6.97,
2003,Matt Walters,Miami (FL),DE,76.50,272,10.25,31.38,,4.90,30,,,9.99,9.99,
2003,Shane Walton,Notre Dame,CB,70.60,184,10.00,29.00,,4.67,11,31.0,109,4.20,7.03,11.38
2003,Seth Wand,Northwest Missouri State,OT,79.00,321,10.50,34.50,,5.15,20,31.5,107,4.50,7.57,
2003,Kevin Ware,Washington,TE,74.90,256,9.50,33.25,,4.80,22,34.0,110,4.47,7.51,12.08
2003,Ty Warren,Texas A&M;,DT,76.60,307,10.25,32.88,,5.10,27,,,9.99,9.99,
2003,Clifton Washburn,Citadel (SC),DE,77.10,275,10.25,32.88,,5.02,22,27.0,109,4.75,8.59,
2003,Derek Watson,South Carolina,RB,73.00,212,,,,4.63,15,34.0,114,4.20,7.35,
2003,Derrick Watson,South Carolina,RB,73.00,212,,,,4.63,15,34.0,114,4.20,7.35,
2003,Dennis Weathersby,Oregon State,CB,72.60,204,9.25,32.00,,4.39,9,38.0,125,4.08,7.13,11.39
2003,Reggie Wells,Clarion (PA),OT,75.30,300,10.00,32.00,,5.20,23,29.0,104,4.53,8.34,
2003,DeWayne White,Louisville,DE,74.10,273,10.00,32.00,,4.78,22,33.0,112,4.22,7.22,
2003,Keyon Whiteside,Tennessee,ILB,71.90,229,9.25,30.63,,4.74,27,29.0,111,4.33,7.30,12.18
2003,Taylor Whitley,Texas A&M;,OG,75.90,321,8.88,33.00,,5.20,28,30.0,106,4.55,7.95,
2003,Jimmy Wilkerson,Oklahoma,DE,74.90,271,9.13,32.50,,4.86,29,34.5,114,4.38,7.44,
2003,Andrew Williams,Miami (FL),DE,74.30,263,10.50,32.50,,4.69,29,32.0,113,4.44,7.53,
2003,Brett Williams,Florida State,OT,76.80,321,10.00,34.00,,5.28,,27.5,99,5.01,8.57,
2003,Kevin Williams,Oklahoma State,DE,76.90,304,9.00,33.00,,4.84,23,30.0,112,5.01,7.66,
2003,Todd Williams,Florida State,OT,76.80,340,10.00,34.00,,5.14,27,32.5,108,4.54,8.06,
2003,Eugene Wilson,Illinois,CB,70.40,192,8.63,30.75,,4.46,15,38.0,122,4.00,7.18,11.33
2003,Jason Witten,Tennessee,TE,77.80,264,9.88,32.50,,4.65,25,31.0,,9.99,9.99,
2003,Juston Wood,Portland State (OR),QB,72.60,207,9.25,31.00,30,4.84,,32.5,113,4.07,7.13,
2003,Andre Woolfolk,Oklahoma,CB,73.40,197,9.50,32.75,,4.47,10,35.5,128,3.95,6.76,10.58
2003,George Wrighster,Oregon,TE,74.10,249,10.00,32.50,,4.89,16,34.5,115,9.99,7.24,
2003,Thomas Wright,Michigan State,SS,73.40,201,9.00,31.50,,4.79,13,36.0,114,4.38,7.41,11.95
2003,Walter Young,Illinois,WR,76.60,214,10.63,35.00,,4.59,,39.0,121,4.22,6.89,11.74
2003,Doug Zeigler,Mississippi,TE,76.00,257,,,,4.70,20,,,9.99,9.99,
2004,Derek Abney,Kentucky,WR,69.30,179,9.13,28.88,,4.56,,33.5,120,4.08,6.89,11.08
2004,Nathaniel Adibi,Virginia Tech,DE,75.30,254,9.38,33.00,,4.65,,33.0,118,4.36,9.99,12.47
2004,Roc Alexander,Washington,CB,71.00,185,9.25,31.63,,4.37,,39.5,125,4.23,6.97,11.10
2004,Rich Alexis,Washington,RB,72.00,210,9.25,32.50,,4.65,,32.0,114,4.43,7.41,12.10
2004,Jared Allen,Idaho State,DE,78.00,265,9.38,32.00,,4.76,13,33.0,120,4.34,7.11,
2004,Marcell Allmond,Southern California,CB,72.00,209,9.50,31.50,,4.63,21,38.0,123,4.34,7.37,11.93
2004,Courtney Anderson,San Jose State,TE,78.00,269,,,,4.89,17,30.0,106,4.54,7.86,
2004,Shawn Andrews,Arkansas,OT,76.10,366,9.75,33.75,,5.49,27,25.0,98,4.85,8.25,
2004,Stacy Andrews,Mississippi,OT,78.10,342,9.75,34.75,,5.07,34,30.5,106,4.78,8.09,
2004,Matthias Askew,Michigan State,DT,77.40,308,9.63,34.38,,5.24,20,27.0,101,4.42,7.55,
2004,Jason Babin,Western Michigan,DE,74.60,260,9.88,33.13,,4.65,28,34.0,121,4.14,7.03,11.16
2004,Rashad Baker,Tennessee,FS,70.50,204,9.63,30.63,,4.55,21,36.0,117,4.12,7.19,11.71
2004,Dave Ball,UCLA,DE,77.40,277,9.00,31.75,,5.07,24,,,9.99,9.99,
2004,Jacob Bell,Miami (OH),OG,76.80,302,9.50,32.25,,5.22,26,,,9.99,9.99,
2004,Tatum Bell,Oklahoma State,RB,71.00,212,8.38,31.88,,4.39,25,38.5,117,9.99,9.99,
2004,Bernard Berrian,Frenso State (CA),WR,73.00,183,9.50,30.50,,4.58,,38.0,128,4.18,7.34,11.57
2004,Ryon Bingham,Nebraska,DT,75.40,303,9.50,31.88,,5.14,33,30.0,109,4.38,7.44,
2004,Bobby Blizzard,North Carolina,TE,76.00,266,10.13,34.38,,4.89,12,,102,9.99,9.99,
2004,Colby Bockwoldt,Brigham Young,OLB,73.60,230,9.63,32.50,,4.59,14,34.0,112,4.05,7.12,10.88
2004,Ryan Boschetti,UCLA,DT,76.40,306,10.13,33.38,,5.15,,29.5,110,4.27,7.41,
2004,Michael Boulware,Florida State,OLB,74.00,225,8.63,32.88,,4.50,,,,3.92,6.89,11.11
2004,Jon Bradley,Arkansas State,DT,73.00,306,,,,5.09,19,26.5,104,4.85,7.88,
2004,Maurice Brown,Iowa,WR,72.30,219,9.63,31.75,,4.54,,33.0,117,4.21,7.38,
2004,Rufus Brown,Florida State,CB,69.30,187,9.63,29.88,,4.45,15,33.0,124,4.44,7.24,11.24
2004,Tony Bua,Arkansas,SS,71.30,209,9.00,29.00,,4.65,15,36.0,120,4.08,6.75,11.24
2004,Sean Bubin,Illinois,OT,78.50,306,9.38,33.25,,5.29,25,24.5,97,4.76,7.66,
2004,Josh Buhl,Kansas State,OLB,71.30,204,9.25,31.00,,4.70,,29.0,114,4.32,7.26,
2004,Kelly Butler,Purdue,OT,79.40,320,9.88,33.75,,5.12,,30.5,105,4.92,7.96,
2004,Darrell Campbell,Notre Dame,DT,75.60,302,10.25,35.25,,5.21,25,33.0,111,4.66,7.63,
2004,Dietrich Canterberry,Nevada Las Vegas,DT,74.90,308,9.00,32.38,,5.35,26,,,9.99,9.99,
2004,Vernon Carey,Miami (FL),OG,76.40,335,10.13,34.25,,5.32,30,,,9.99,9.99,
2004,Ahmad Carroll,Arkansas,CB,69.60,195,9.75,31.00,,4.36,15,41.0,128,9.99,9.99,
2004,Jordan Carstens,Iowa State,DT,77.40,305,9.00,32.25,,5.05,28,28.5,106,4.80,8.35,
2004,Ran Carthon,Florida,RB,71.40,224,9.63,29.50,,4.45,22,34.5,112,4.12,9.99,
2004,Marko Cavka,Sacramento State (CA),OT,79.00,294,,,,5.17,27,27.5,107,4.40,7.57,
2004,Toby Cecil,Texas Tech,C,76.00,297,9.50,30.38,,5.25,19,,85,4.98,8.31,
2004,Kirk Chambers,Stanford,OT,79.30,313,9.75,32.63,,5.51,22,27.0,101,4.40,7.56,
2004,Ahmad Childress,Alabama,DT,77.90,351,10.25,33.75,,5.32,,22.0,86,4.94,8.75,
2004,Brandon Chillar,UCLA,OLB,74.90,253,9.25,32.75,,4.75,23,33.0,115,4.08,9.99,11.08
2004,Quinn Christensen,Brigham Young,OG,77.90,312,9.00,32.00,,5.10,32,,,9.99,9.99,
2004,Tyson Clabo,Wake Forest,OG,78.90,315,9.13,32.75,,5.45,24,30.0,100,4.88,8.09,
2004,Adrien Clarke,Ohio State,OG,77.00,329,10.38,32.63,,5.49,,26.0,102,4.74,7.90,
2004,Michael Clayton,Louisiana State,WR,74.80,209,9.13,32.38,,4.61,,32.5,116,4.09,6.77,11.07
2004,Cedric Cobbs,Arkansas,RB,72.10,223,9.38,31.63,,4.72,,40.0,123,9.99,9.99,
2004,Cols Colas,Virginia Tech,OLB,71.60,233,9.75,32.88,,4.59,22,34.5,118,9.99,9.99,
2004,Ricardo Colclough,Tusculum (TN),CB,70.60,194,9.63,31.25,,4.50,8,39.5,127,9.99,9.99,
2004,Erik Coleman,Washington State,FS,70.50,200,9.75,30.25,,4.62,16,35.5,117,4.14,7.03,11.29
2004,Chris Collins,Mississippi,WR,73.10,201,8.50,30.25,,4.67,,35.0,112,9.99,9.99,
2004,Chris Cooley,Utah State,TE,75.50,265,9.63,30.88,,4.86,22,33.0,115,4.19,7.21,11.09
2004,Marquis Cooper,Washington,OLB,75.30,223,9.75,32.00,,4.55,25,36.5,121,4.12,7.02,10.96
2004,Terrance Copper,East Carolina (NC),WR,71.90,208,8.88,30.63,,4.51,,35.5,116,4.31,7.34,11.86
2004,Jorge Cordova,Nevada,ILB,74.00,237,,,,4.68,22,35.5,,4.17,7.28,
2004,Jerricho Cotchery,North Carolina State,WR,72.50,212,9.50,31.00,,4.56,,36.0,121,3.91,6.93,10.91
2004,Regis Crawford,Arizona State,OG,74.00,316,9.63,33.13,,6.07,,,,4.86,8.03,
2004,Duron Croson,Fort Valley State (GA),RB,72.80,226,10.13,30.88,,4.84,14,30.5,108,9.99,9.99,
2004,Tom Crowder,Arkansas,WR,73.00,183,,,,4.45,,38.5,132,9.99,9.99,
2004,Kentrell Curry,Georgia,FS,73.00,201,9.50,32.38,,4.63,17,34.5,127,9.99,9.99,
2004,Lane Danielson,Iowa State,WR,73.00,197,,,,4.60,,31.0,117,4.07,6.73,
2004,Trey Darilek,Texas-El Paso,OG,76.00,301,,,,5.23,22,28.5,110,4.66,7.85,
2004,Devard Darling,Washington State,WR,73.10,213,9.63,32.25,,4.52,,37.0,129,9.99,9.99,
2004,Josh Davis,Nebraska,RB,70.40,200,9.13,30.63,,4.53,13,33.5,112,4.07,7.27,11.16
2004,Rod Davis,Southern Mississippi,ILB,74.00,239,9.25,31.63,,4.71,,,114,4.02,7.20,11.35
2004,Curtis DeLoatch,North Carolina A&T;,CB,74.40,214,9.00,31.75,,4.52,10,35.5,120,4.42,6.97,11.70
2004,Mondre Dickerson,Tennessee,DT,76.10,316,9.13,32.75,,5.12,29,27.0,106,9.99,8.34,
2004,Daryl Dixon,Florida,FS,69.60,195,8.75,31.13,,4.75,15,35.5,118,9.99,9.99,
2004,Darnell Dockett,Florida State,DT,75.40,297,10.00,32.13,,5.00,26,31.0,105,9.99,9.99,
2004,Nat Dorsey,Georgia Tech,OT,79.00,322,,,,5.46,26,28.5,102,4.89,8.30,
2004,Khiawatha Downey,Indiana (PA),OG,76.10,332,10.13,32.00,,5.47,21,26.5,98,4.82,8.01,
2004,Vontez Duff,Notre Dame,CB,70.60,203,8.63,29.63,,4.55,13,35.0,120,4.03,6.94,11.56
2004,Jeff Dugan,Maryland,TE,77.00,263,,,,5.00,21,28.0,109,4.40,7.43,
2004,Glenn Earl,Notre Dame,SS,73.10,222,9.75,32.25,,4.65,20,,,9.99,9.99,
2004,Joe Echemandu,California,RB,70.80,226,9.38,30.88,,4.58,15,,,9.99,9.99,
2004,Dwan Edwards,Oregon State,DT,74.80,313,9.63,31.88,,5.14,25,28.0,105,4.68,7.59,
2004,DeAndre Eiland,South Carolina,FS,71.50,202,9.25,31.00,,4.54,17,35.0,113,4.27,7.19,11.10
2004,Kevin Emanuel,Florida State,DE,76.00,251,,,,4.84,21,31.0,108,4.49,7.86,
2004,Tim Euhus,Oregon State,TE,77.00,260,9.50,33.38,,4.89,25,34.5,115,4.13,6.99,11.58
2004,Lee Evans,Wisconsin,WR,70.90,197,9.13,32.38,,4.41,,34.5,120,9.99,9.99,
2004,Clarence Farmer,Arizona,RB,71.90,231,8.75,31.50,,4.69,21,34.5,120,4.25,7.44,11.96
2004,Jason Fife,Oregon,QB,75.90,226,8.50,32.38,26,4.95,,30.5,113,4.18,7.28,
2004,Troy Fleming,Tennessee,FB,72.00,230,8.25,32.00,,4.67,,32.0,120,3.91,6.94,11.18
2004,JohnPaul Foschi,Georgia Tech,TE,75.90,266,10.13,33.25,,5.01,24,30.5,111,4.35,7.49,12.32
2004,Ryan Fowler,Duke,ILB,75.10,250,9.38,32.00,,4.76,35,37.5,118,4.19,7.19,11.62
2004,Keyaron Fox,Georgia Tech,OLB,74.40,227,9.50,32.88,,4.65,28,,,9.99,9.99,
2004,Carlos Francis,Texas Tech,WR,69.10,198,10.13,30.88,,4.31,,38.5,114,4.06,6.97,11.10
2004,Michael Gaines,Central Florida,TE,74.00,275,9.75,33.25,,5.07,18,33.0,109,4.18,7.44,11.93
2004,Robert Gallery,Iowa,OT,79.10,323,9.25,32.25,,4.97,24,30.0,105,4.38,7.42,
2004,Rich Gardner,Penn State,CB,70.60,199,9.13,30.63,,4.49,11,36.5,123,3.91,6.91,10.62
2004,Robert Geathers,Georgia,DE,74.90,271,9.75,34.75,,4.91,24,33.5,112,9.99,9.99,
2004,Ronnie Ghent,Louisville,TE,74.50,248,9.13,33.38,,5.00,11,27.5,103,4.50,7.47,12.50
2004,Roderick Green,Central Missouri,DE,74.30,245,9.88,32.38,,4.72,21,34.5,129,4.04,7.26,11.86
2004,Jabari Greer,Tennessee,CB,70.10,178,8.88,31.13,,4.51,7,36.5,126,9.99,9.99,
2004,Jake Grove,Virginia Tech,C,75.40,303,9.63,30.50,,5.17,31,,,9.99,9.99,
2004,D.J. Hackett,Colorado,WR,74.50,199,9.50,31.25,,4.55,,41.0,131,4.08,6.79,
2004,Rex Hadnot,Houston,C,74.10,323,9.88,30.75,,5.51,27,24.5,91,4.66,7.94,
2004,Antonio Hall,Kentucky,OG,75.40,317,10.13,31.13,,5.53,27,26.5,101,4.55,8.12,
2004,DeAngelo Hall,Virginia Tech,CB,70.00,202,9.75,31.38,,4.36,,,,9.99,9.99,
2004,Nick Hardwick,Purdue,C,75.50,295,9.75,32.88,,5.20,27,34.0,108,4.55,7.72,
2004,Jonathan Harrell,Northern Iowa,OLB,73.50,242,9.38,31.50,,4.73,27,,,9.99,9.99,
2004,Claude Harriott,Pittsburgh,DE,75.60,252,9.00,33.00,,4.71,25,30.5,118,4.25,7.44,11.85
2004,Josh Harris,Bowling Green (OH),QB,73.50,238,8.88,31.50,25,4.84,,31.0,115,9.99,9.99,
2004,Tommie Harris,Oklahoma,DT,74.50,295,9.50,32.00,,4.68,29,,,9.99,9.99,
2004,Ben Hartsock,Ohio State,TE,76.00,263,9.75,31.50,,4.81,23,35.0,117,3.98,7.10,11.72
2004,Joseph Hayes,San Jose State,OG,76.40,311,10.13,33.38,,5.65,18,23.0,94,5.12,8.25,
2004,Bryan Hickman,Kansas State,OLB,72.10,231,9.13,31.00,,4.71,26,32.5,106,4.00,7.38,
2004,Marquise Hill,Louisiana State,DE,78.60,305,10.13,34.75,,4.90,23,29.0,106,9.99,9.99,
2004,Cedric Hilliard,Notre Dame,DT,73.50,307,10.38,32.00,,5.17,26,29.0,110,4.75,8.22,
2004,Isaac Hilton,Hampton (VA),DE,75.40,267,9.75,32.00,,4.60,31,36.5,123,4.48,7.99,12.51
2004,T.J. Hollowell,Nebraska,OLB,72.40,235,9.25,31.75,,4.57,,33.5,117,4.09,7.14,11.25
2004,Von Hutchins,Mississippi,CB,69.60,185,9.38,31.50,,4.50,11,34.5,115,4.06,7.05,11.31
2004,Scott Jackson,Brigham Young,C,76.10,300,10.13,32.25,,4.94,28,30.5,105,4.52,7.84,
2004,Justin Jenkins,Mississippi State,WR,71.50,213,9.38,30.38,,4.60,,35.0,123,4.16,7.47,
2004,Leon Joe,Maryland,OLB,72.50,230,9.13,33.38,,4.51,30,39.0,,9.99,9.99,
2004,Landon Johnson,Purdue,OLB,74.00,223,,,,4.65,20,37.5,120,4.08,7.01,
2004,Spencer Johnson,Auburn,DT,74.90,286,9.00,33.00,,5.12,19,30.0,111,4.53,7.78,
2004,Tank Johnson,Washington,DT,74.80,304,9.63,32.63,,4.74,31,34.0,114,4.60,7.56,
2004,Tony Johnson,Penn State,WR,70.60,202,9.38,30.25,,4.61,,32.5,118,4.16,7.16,11.41
2004,Trevor Johnson,Nebraska,DE,76.60,260,9.88,33.00,,4.81,23,35.5,110,4.08,7.06,11.30
2004,Adrian Jones,Kansas,OT,76.30,296,9.13,34.75,,4.95,27,31.0,114,4.58,7.81,
2004,Julius Jones,Notre Dame,RB,69.80,217,9.25,31.13,,4.46,,37.5,121,4.12,6.97,
2004,Kevin Jones,Virginia Tech,RB,72.10,227,8.63,30.88,,4.38,,38.0,120,9.99,9.99,
2004,Maurice Jones,South Florida,OLB,72.80,249,9.13,33.63,,4.72,26,35.5,118,4.21,7.16,11.75
2004,Randy Jordan,Kansas State,CB,72.80,178,8.88,29.88,,4.61,,33.5,115,4.21,7.34,11.74
2004,Carlos Joseph,Miami (FL),OT,77.90,345,10.13,34.00,,5.25,29,,,9.99,9.99,
2004,Mike Karney,Arizona State,FB,71.40,254,9.25,29.25,,5.02,25,30.0,103,9.99,9.99,
2004,Tommy Kelly,Mississippi State,DE,78.00,294,,,,4.87,24,25.0,105,4.45,7.79,
2004,Robert Kent,Jackson State (MS),QB,76.30,222,8.88,33.63,,4.85,,26.5,110,4.22,7.69,
2004,Derrick Knight,Boston College,RB,68.80,209,8.75,29.00,,4.73,16,31.5,108,9.99,9.99,
2004,Niko Koutouvides,Purdue,ILB,74.50,244,8.88,31.88,,4.73,,30.5,108,3.88,6.98,11.23
2004,Craig Krenzel,Ohio State,QB,75.50,228,9.13,32.75,38,4.84,,28.0,112,4.08,7.22,
2004,Travis Laboy,Hawaii,DE,75.30,263,9.50,32.75,,4.71,35,35.5,126,4.07,7.01,10.96
2004,Nate Lawrie,Yale,TE,78.00,264,,,,4.87,23,34.0,117,4.12,6.71,
2004,Nick Leckey,Kansas State,C,74.90,290,9.75,32.25,,5.23,18,27.0,97,4.47,7.71,
2004,Teddy Lehman,Oklahoma,OLB,73.50,240,8.38,31.38,,4.55,26,34.5,113,4.06,6.91,10.98
2004,Brad Lekkerkerker,UC-Davis,OT,79.00,317,9.50,32.88,,5.39,23,27.5,102,4.71,7.94,
2004,Rodney Leslie,UCLA,DT,75.00,309,,,,5.15,31,,,9.99,9.99,
2004,Jeremy LeSueur,Michigan,CB,72.00,197,9.25,32.25,,4.55,,35.0,116,9.99,9.99,
2004,Alex Lewis,Wisconsin,OLB,71.80,227,9.50,32.50,,4.72,25,34.5,121,4.28,7.06,12.11
2004,Keith Lewis,Oregon,FS,72.50,204,9.00,31.75,,4.58,11,37.0,121,4.07,7.28,
2004,Sean Locklear,North Carolina State,OG,76.00,308,10.00,31.75,,5.19,27,29.0,100,4.56,7.85,
2004,J.P. Losman,Tulane (LA),QB,74.30,224,9.00,31.50,31,4.70,,33.0,116,9.99,9.99,
2004,Triandos Luke,Alabama,WR,71.00,199,9.88,31.75,,4.43,,38.0,124,4.17,7.06,11.08
2004,Maurice Mann,Nevada,WR,74.00,191,,,,4.57,,34.0,118,9.99,9.99,
2004,Eli Manning,Mississippi,QB,76.80,221,9.13,30.25,39,4.90,,,,9.99,9.99,
2004,Luke McCown,Louisiana Tech,QB,75.90,208,9.38,31.38,24,4.71,,37.5,125,4.21,6.74,
2004,Derek McCoy,Colorado,WR,75.30,210,9.25,32.13,,4.73,,38.0,128,4.09,7.10,11.72
2004,Bobby McCray,Florida,DE,77.80,255,9.63,33.63,,4.68,27,33.5,,9.99,9.99,
2004,Dylan McFarland,Montana,OT,77.90,304,9.38,32.50,,5.26,31,27.5,98,9.99,9.99,
2004,Sean McHugh,Penn State,TE,77.10,264,9.50,31.75,,4.92,18,29.0,115,4.09,7.36,11.72
2004,Jeris McIntyre,Auburn,WR,71.30,203,8.50,29.38,,4.51,,29.0,112,4.08,6.98,11.50
2004,Nautyn McKay-Loescher,Alabama,DE,74.00,260,,,,4.75,,,,9.99,7.27,
2004,Caleb Miller,Arkansas,ILB,75.30,224,9.00,33.25,,4.71,23,34.5,120,3.93,6.85,10.95
2004,Jim Molinaro,Notre Dame,OT,77.90,308,10.00,32.38,,5.09,21,29.5,105,4.60,7.75,
2004,Clarence Moore,Northern Arizona,WR,78.00,211,,,,4.55,,34.0,122,4.21,6.84,
2004,Mewelde Moore,Tulane (LA),RB,70.60,209,9.88,30.13,,4.62,,35.0,118,4.12,7.05,11.52
2004,Johnnie Morant,Syracuse,WR,76.00,229,9.38,34.38,,4.54,,41.0,130,4.22,7.34,
2004,John Navarre,Michigan,QB,78.00,246,9.00,31.38,24,5.18,,26.5,100,4.46,7.73,
2004,James Newson,Oregon State,WR,72.80,213,8.75,31.13,,4.85,,31.5,116,9.99,7.41,
2004,Gabe Nyenhuis,Colorado,DE,75.30,269,9.38,33.38,,4.78,25,39.0,124,4.03,6.92,11.59
2004,Antwan Odom,Alabama,DE,77.80,274,10.25,35.75,,4.74,21,37.0,114,4.44,7.30,
2004,Shane Olivea,Ohio State,OT,74.90,302,8.50,30.88,,5.25,,29.0,92,4.71,8.25,
2004,Igor Olshansky,Oregon,DT,77.30,315,9.00,31.63,,5.01,41,33.5,110,4.41,7.61,
2004,Uyi Osunde,Connecticut,DE,75.10,252,9.38,33.00,,4.75,33,,,9.99,9.99,
2004,Tony Pape,Michigan,OT,78.10,323,10.13,32.50,,5.35,26,27.0,97,4.60,8.01,
2004,Arnold Parker,Utah,SS,73.90,213,8.75,32.38,,4.52,18,35.5,120,4.12,6.98,11.28
